Source;Target
DS.BB.006;DS.FF.001
DS.BB.006;KD.GG.006
DS.BB.006;LD.GG.003
DS.BB.006;TL.BB.003
DS.BB.007;BD.HH.005
DS.BB.007;DS.BB.002
DS.BB.007;DS.BB.006
DS.BB.008;DD.AA.001
DS.BB.008;DS.BB.004
DS.BB.008;DS.BB.006
DS.BB.008;DS.BB.007
DS.BB.008;LD.GG.003
DS.BB.008;SI.AA.010
DS.BB.009;BD.AA.005
DS.BB.009;BD.GG.001
DS.BB.009;DS.BB.002
DS.BB.009;DS.BB.004
DS.BB.009;DS.KK.005
DS.BB.009;SI.AA.010
DS.BB.009;TL.EE.009
DS.BB.010;AB.DD.007
DS.BB.010;BD.AA.007
DS.BB.010;BD.HH.003
DS.BB.010;BD.HH.006
DS.BB.010;DS.BB.001
DS.BB.010;DS.BB.002
DS.BB.010;DS.BB.006
DS.BB.010;DS.BB.007
DS.BB.010;DS.FF.001
DS.BB.010;DS.FF.009
DS.BB.010;DS.FF.010
DS.BB.010;DS.HH.002
DS.BB.010;KD.GG.006
DS.BB.010;LD.GG.004
DS.BB.010;MR.AA.008
DS.BB.010;PS.EE.002
DS.BB.010;TS.AA.013
DS.CC.001;DS.CC.002
DS.CC.001;DS.CC.003
DS.CC.001;DS.CC.004
DS.CC.001;DS.DD.001
DS.CC.001;DS.DD.002
DS.CC.001;DS.DD.003
DS.CC.001;DS.DD.004
DS.CC.001;DS.DD.005
DS.CC.001;DS.DD.006
DS.CC.001;DS.DD.007
DS.CC.001;DS.DD.008
DS.CC.001;DS.DD.009
DS.CC.001;DS.EE.001
DS.CC.001;DS.EE.002
DS.CC.001;DS.EE.003
DS.CC.001;DS.FF.001
DS.CC.001;DS.FF.002
DS.CC.001;DS.FF.003
DS.CC.001;DS.FF.004
DS.CC.001;DS.FF.005
DS.CC.001;DS.FF.006
DS.CC.001;DS.FF.007
DS.CC.001;DS.FF.008
DS.CC.001;DS.FF.009
DS.CC.001;DS.FF.010
DS.CC.001;DS.HH.002
DS.CC.001;DS.HH.003
DS.CC.001;DS.II.002
DS.CC.001;DS.II.003
DS.CC.001;DS.II.004
DS.CC.001;DS.II.005
DS.CC.001;DS.II.006
DS.CC.001;IS.CC.002
DS.CC.001;IS.CC.003
DS.CC.001;IS.CC.004
DS.CC.001;IS.CC.005
DS.CC.001;IS.CC.007
DS.CC.001;IS.CC.008
DS.CC.001;IS.CC.009
DS.CC.002;DS.BB.002
DS.CC.002;DS.BB.006
DS.CC.002;DS.BB.008
DS.CC.003;DS.BB.001
DS.CC.003;DS.CC.002
DS.CC.003;DS.CC.004
DS.CC.003;SI.AA.010
DS.CC.004;DP.BB.004
DS.CC.004;DS.BB.001
DS.CC.004;DS.BB.002
DS.CC.004;DS.CC.002
DS.CC.004;DS.CC.003
DS.CC.004;PS.FF.003
DS.CC.004;SI.AA.010
DS.DD.001;CH.AA.001
DS.DD.001;DP.AA.005
DS.DD.001;DS.DD.002
DS.DD.001;DS.DD.003
DS.DD.001;DS.DD.004
DS.DD.001;DS.DD.005
DS.DD.001;DS.DD.006
DS.DD.001;DS.DD.007
DS.DD.001;DS.DD.008
DS.DD.001;DS.DD.009
DS.DD.001;DS.EE.001
DS.DD.001;DS.EE.002
DS.DD.001;DS.EE.003
DS.DD.001;DS.FF.001
DS.DD.001;DS.FF.002
DS.DD.001;DS.FF.003
DS.DD.001;DS.FF.004
DS.DD.001;DS.FF.005
DS.DD.001;DS.FF.006
DS.DD.001;DS.FF.007
DS.DD.001;DS.FF.008
DS.DD.001;DS.FF.009
DS.DD.001;DS.FF.010
DS.DD.001;DS.HH.002
DS.DD.001;DS.HH.003
DS.DD.001;DS.II.002
DS.DD.001;DS.II.003
DS.DD.001;DS.II.004
DS.DD.001;DS.II.005
DS.DD.001;DS.II.006
DS.DD.001;ER.FF.003
DS.DD.001;HB.AA.008
DS.DD.001;HB.AA.009
DS.DD.001;IS.CC.002
DS.DD.001;IS.CC.003
DS.DD.001;IS.CC.004
DS.DD.001;IS.CC.005
DS.DD.001;IS.CC.007
DS.DD.001;IS.CC.008
DS.DD.001;IS.CC.009
DS.DD.001;KD.BB.006
DS.DD.001;KD.JJ.004
DS.DD.001;KD.JJ.007
DS.DD.001;LD.GG.008
DS.DD.001;NP.BB.001
DS.DD.001;NP.BB.002
DS.DD.001;NP.BB.003
DS.DD.001;PS.DD.002
DS.DD.001;PS.DD.006
DS.DD.001;PS.DD.007
DS.DD.001;TL.II.012
DS.DD.002;DS.DD.001
DS.DD.002;DS.DD.003
DS.DD.002;PS.FF.003
DS.DD.002;TL.II.002
DS.DD.002;TL.II.007
DS.DD.002;TL.II.008
DS.DD.002;TL.II.013
DS.DD.003;AB.GG.004
DS.DD.003;BD.HH.004
DS.DD.003;BM.BB.001
DS.DD.003;BM.CC.007
DS.DD.003;CH.BB.001
DS.DD.003;DD.AA.001
DS.DD.003;DS.BB.005
DS.DD.003;KD.LL.003
DS.DD.003;PS.EE.002
DS.DD.003;SI.AA.009
DS.DD.003;SI.AA.010
DS.DD.003;TL.BB.003
DS.DD.003;TL.II.008
DS.DD.004;DS.DD.003
DS.DD.004;KD.FF.027
DS.DD.004;TL.II.008
DS.DD.005;CH.AA.004
DS.DD.005;DP.AA.005
DS.DD.005;DS.DD.001
DS.DD.005;KD.DD.002
DS.DD.005;TL.HH.006
DS.DD.005;TL.II.006
DS.DD.005;TL.II.008
DS.DD.005;TL.II.012
DS.DD.005;TL.II.014
DS.DD.006;AB.BB.001
DS.DD.006;AB.BB.008
DS.DD.006;BM.CC.006
DS.DD.006;CH.BB.001
DS.DD.006;DS.DD.004
DS.DD.006;DS.DD.005
DS.DD.006;ER.EE.006
DS.DD.006;IS.CC.004
DS.DD.006;TL.II.014
DS.DD.007;BA.AA.004
DS.DD.007;CH.BB.003
DS.DD.007;DS.DD.001
DS.DD.007;DS.DD.006
DS.DD.007;FT.GG.001
DS.DD.007;IS.BB.004
DS.DD.007;TL.II.007
DS.DD.007;TL.II.008
DS.DD.007;TL.II.013
DS.DD.008;DS.DD.006
DS.DD.008;DS.DD.007
DS.DD.008;ER.CC.002
DS.DD.008;KD.BB.007
DS.DD.008;KD.II.002
DS.DD.008;TL.II.012
DS.DD.009;BA.AA.004
DS.DD.009;DS.DD.005
DS.DD.009;DS.DD.007
DS.DD.009;DS.DD.008
DS.DD.009;NP.BB.001
DS.DD.009;SI.CC.003
DS.DD.009;TL.II.008
DS.EE.001;DS.DD.002
DS.EE.001;DS.EE.002
DS.EE.002;DS.BB.001
DS.EE.002;DS.EE.001
DS.EE.002;KD.HH.003
DS.EE.002;LD.EE.002
DS.EE.003;BM.BB.001
DS.EE.003;DS.DD.002
DS.EE.003;DS.EE.001
DS.EE.003;DS.EE.002
DS.EE.003;DS.FF.003
DS.EE.003;IS.CC.003
DS.EE.003;KD.DD.002
DS.EE.003;KD.HH.003
DS.EE.003;SI.AA.001
DS.EE.003;SI.BB.001
DS.EE.003;TL.BB.003
DS.EE.003;TL.GG.004
DS.FF.001;DS.FF.002
DS.FF.001;DS.FF.003
DS.FF.001;DS.FF.004
DS.FF.001;DS.FF.005
DS.FF.001;DS.FF.006
DS.FF.001;DS.FF.007
DS.FF.001;DS.FF.008
DS.FF.001;DS.FF.009
DS.FF.001;DS.FF.010
DS.FF.001;PS.DD.002
DS.FF.001;PS.DD.006
DS.FF.001;PS.DD.007
DS.FF.002;DS.BB.001
DS.FF.002;DS.FF.001
DS.FF.002;IS.CC.004
DS.FF.002;KD.HH.002
DS.FF.002;PS.AA.000
DS.FF.003;AB.DD.006
DS.FF.003;DS.DD.001
DS.FF.003;DS.FF.002
DS.FF.003;IS.CC.004
DS.FF.003;IS.CC.005
DS.FF.003;IS.CC.009
DS.FF.003;MS.BB.001
DS.FF.004;AB.DD.006
DS.FF.004;DS.BB.001
DS.FF.004;DS.FF.009
DS.FF.004;KD.BB.007
DS.FF.004;LD.CC.005
DS.FF.004;SI.DD.001
DS.FF.005;AB.BB.003
DS.FF.005;DS.BB.001
DS.FF.005;DS.FF.003
DS.FF.005;DS.FF.004
DS.FF.005;KD.FF.001
DS.FF.005;LD.FF.003
DS.FF.005;TL.DD.002
DS.FF.005;TL.JJ.008
DS.FF.006;BM.AA.006
DS.FF.006;DS.DD.002
DS.FF.006;DS.FF.005
DS.FF.006;IS.AA.000
DS.FF.006;KD.HH.005
DS.FF.006;LD.FF.003
DS.FF.006;PS.II.009
DS.FF.006;TL.HH.003
DS.FF.006;TS.AA.011
DS.FF.007;DS.BB.001
DS.FF.007;IS.CC.004
DS.FF.007;PS.FF.003
DS.FF.008;DS.DD.001
DS.FF.008;DS.EE.002
DS.FF.008;DS.FF.005
DS.FF.008;DS.FF.006
DS.FF.008;DS.FF.007
DS.FF.008;DS.FF.009
DS.FF.008;ER.CC.001
DS.FF.008;IS.CC.007
DS.FF.008;PS.CC.004
DS.FF.008;TL.EE.010
DS.FF.009;AB.GG.004
DS.FF.009;BD.HH.003
DS.FF.009;DD.AA.001
DS.FF.009;DS.BB.002
DS.FF.009;DS.FF.001
DS.FF.009;DS.FF.007
DS.FF.009;DS.KK.003
DS.FF.009;IS.CC.003
DS.FF.009;IS.CC.004
DS.FF.009;QD.AA.000
DS.FF.010;DS.BB.001
DS.FF.010;DS.BB.006
DS.FF.010;DS.BB.007
DS.FF.010;DS.FF.001
DS.FF.010;DS.FF.006
DS.FF.010;DS.FF.008
DS.FF.010;DS.FF.009
DS.FF.010;LD.GG.001
DS.FF.010;PS.HH.002
DS.HH.002;BD.GG.003
DS.HH.002;DS.BB.006
DS.HH.002;DS.BB.007
DS.HH.002;DS.BB.009
DS.HH.002;KD.GG.006
DS.HH.002;QD.CC.003
DS.HH.003;BD.HH.006
DS.HH.003;DS.BB.001
DS.HH.003;DS.BB.002
DS.HH.003;DS.BB.006
DS.HH.003;DS.BB.007
DS.HH.003;DS.BB.010
DS.HH.003;LD.GG.002
DS.HH.003;SI.BB.001
DS.II.002;BD.HH.001
DS.II.002;BD.HH.004
DS.II.002;BD.JJ.002
DS.II.002;DS.DD.001
DS.II.002;TS.AA.013
DS.II.003;BD.HH.004
DS.II.003;BM.BB.001
DS.II.003;DS.BB.002
DS.II.003;DS.II.002
DS.II.003;HB.AA.008
DS.II.003;HB.AA.009
DS.II.003;SI.DD.001
DS.II.003;TL.EE.003
DS.II.003;TL.GG.004
DS.II.003;TS.AA.013
DS.II.004;DS.HH.002
DS.II.004;DS.II.002
DS.II.004;DS.II.003
DS.II.004;DS.II.005
DS.II.004;PS.AA.004
DS.II.004;TL.EE.003
DS.II.004;TL.EE.010
DS.II.005;AB.DD.007
DS.II.005;BD.AA.004
DS.II.005;BD.AA.005
DS.II.005;BD.AA.007
DS.II.005;DS.DD.001
DS.II.005;DS.FF.002
DS.II.005;DS.FF.003
DS.II.005;DS.II.004
DS.II.005;LD.GG.003
DS.II.005;TL.EE.006
DS.II.005;TL.GG.003
DS.II.006;DS.FF.003
DS.II.006;IS.CC.009
DS.II.006;KD.EE.004
DS.II.006;KD.FF.018
DS.II.006;KD.KK.001
DS.II.006;SI.AA.012
DS.JJ.001;DS.JJ.002
DS.JJ.001;DS.JJ.003
DS.JJ.001;DS.JJ.004
DS.JJ.001;DS.JJ.005
DS.JJ.001;DS.JJ.006
DS.JJ.002;AB.CC.005
DS.JJ.002;AB.FF.003
DS.JJ.002;DS.JJ.006
DS.JJ.002;KD.II.008
DS.JJ.003;BD.AA.007
DS.JJ.003;BD.HH.001
DS.JJ.003;DS.JJ.002
DS.JJ.003;DS.JJ.004
DS.JJ.003;DS.JJ.005
DS.JJ.003;DS.JJ.006
DS.JJ.004;AB.DD.005
DS.JJ.004;DS.JJ.005
DS.JJ.004;KD.EE.002
DS.JJ.004;TL.CC.006
DS.JJ.005;DS.JJ.006
DS.JJ.005;QD.AA.000
DS.JJ.006;AB.AA.000
DS.JJ.006;AB.GG.006
DS.JJ.006;BD.HH.001
DS.JJ.006;CH.AA.000
DS.JJ.006;CH.BB.002
DS.JJ.006;DS.BB.001
DS.JJ.006;DS.BB.006
DS.JJ.006;KD.II.001
DS.JJ.006;KD.II.008
DS.JJ.006;KD.LL.002
DS.JJ.006;QD.AA.000
DS.KK.001;DS.KK.002
DS.KK.001;DS.KK.003
DS.KK.001;DS.KK.004
DS.KK.001;DS.KK.005
DS.KK.001;DS.KK.007
DS.KK.002;KD.BB.001
DS.KK.002;KD.FF.005
DS.KK.002;KD.FF.006
DS.KK.002;KD.FF.010
DS.KK.002;KD.JJ.004
DS.KK.002;PS.II.003
DS.KK.002;TL.CC.005
DS.KK.003;AB.CC.002
DS.KK.003;AB.GG.005
DS.KK.003;BD.AA.007
DS.KK.003;BD.HH.001
DS.KK.003;DD.AA.001
DS.KK.003;DS.AA.001
DS.KK.003;DS.BB.001
DS.KK.003;DS.JJ.003
DS.KK.003;KD.FF.003
DS.KK.003;QD.AA.000
DS.KK.003;TL.EE.006
DS.KK.003;TL.GG.003
DS.KK.003;TL.GG.004
DS.KK.004;DP.AA.004
DS.KK.004;DS.BB.001
DS.KK.004;DS.BB.002
DS.KK.004;TL.GG.004
DS.KK.005;BD.AA.005
DS.KK.005;BD.BB.001
DS.KK.005;BD.GG.001
DS.KK.005;BD.HH.001
DS.KK.005;DD.AA.001
DS.KK.005;DS.BB.001
DS.KK.005;DS.JJ.001
DS.KK.005;DS.JJ.005
DS.KK.005;DS.JJ.006
DS.KK.005;TL.CC.006
DS.KK.006;AB.BB.005
DS.KK.006;AB.DD.005
DS.KK.006;BD.CC.001
DS.KK.006;BM.AA.005
DS.KK.006;BM.AA.006
DS.KK.006;BM.BB.001
DS.KK.006;DP.BB.005
DS.KK.006;DS.KK.007
DS.KK.006;KD.BB.006
DS.KK.006;LD.AA.000
DS.KK.006;TL.BB.003
DS.KK.007;AB.FF.003
DS.KK.007;BM.AA.007
DS.KK.007;BM.BB.001
DS.KK.007;DS.FF.008
DS.KK.007;DS.KK.006
DS.KK.007;ER.FF.004
DS.KK.007;KD.HH.003
DS.KK.007;PS.II.009
DS.KK.007;SI.BB.005
DS.KK.007;TL.BB.003
DS.KK.007;TL.BB.004
DS.KK.008;AB.DD.006
DS.KK.008;AB.FF.002
DS.KK.008;AB.FF.003
DS.KK.008;AB.FF.004
DS.KK.008;DS.BB.001
DS.KK.008;DS.BB.009
DS.KK.008;SI.AA.010
ER.AA.000;ER.BB.001
ER.AA.000;ER.EE.001
ER.AA.000;ER.FF.001
ER.AA.000;ER.GG.001
ER.BB.001;ER.BB.002
ER.BB.001;ER.BB.003
ER.BB.001;ER.CC.001
ER.BB.001;ER.DD.001
ER.BB.001;PS.GG.002
ER.BB.002;HB.AA.018
ER.BB.002;KD.BB.001
ER.BB.002;PS.GG.002
ER.BB.002;SI.AA.001
ER.BB.003;PS.GG.010
ER.BB.003;SI.AA.001
ER.CC.001;ER.CC.002
ER.CC.001;ER.CC.003
ER.CC.001;ER.CC.004
ER.CC.001;ER.CC.005
ER.CC.001;ER.CC.006
ER.CC.001;ER.CC.007
ER.CC.001;ER.CC.008
ER.CC.001;ER.CC.009
ER.CC.001;ER.CC.010
ER.CC.001;ER.CC.011
ER.CC.001;ER.CC.012
ER.CC.001;IS.CC.005
ER.CC.002;ER.BB.003
ER.CC.002;ER.CC.001
ER.CC.002;ER.HH.001
ER.CC.002;KD.BB.007
ER.CC.002;KD.HH.003
ER.CC.002;PS.BB.009
ER.CC.002;PS.CC.006
ER.CC.002;PS.EE.002
ER.CC.002;PS.GG.009
ER.CC.002;TL.II.009
ER.CC.003;ER.CC.001
ER.CC.003;ER.CC.002
ER.CC.004;AB.GG.006
ER.CC.004;ER.CC.001
ER.CC.004;ER.CC.003
ER.CC.004;ER.CC.005
ER.CC.004;HB.AA.008
ER.CC.004;HB.AA.009
ER.CC.004;TS.AA.001
ER.CC.004;TS.AA.002
ER.CC.005;AB.BB.003
ER.CC.005;AB.BB.007
ER.CC.005;AB.DD.006
ER.CC.005;AB.FF.004
ER.CC.005;ER.CC.001
ER.CC.005;ER.CC.004
ER.CC.005;IS.CC.004
ER.CC.005;IS.CC.005
ER.CC.005;IS.CC.008
ER.CC.005;LD.BB.004
ER.CC.006;ER.CC.005
ER.CC.006;IS.CC.005
ER.CC.007;AB.GG.004
ER.CC.007;BD.AA.007
ER.CC.007;BD.CC.007
ER.CC.007;BD.DD.002
ER.CC.007;ER.CC.001
ER.CC.007;ER.CC.002
ER.CC.007;ER.CC.004
ER.CC.007;ER.CC.006
ER.CC.007;ER.CC.008
ER.CC.007;IS.CC.005
ER.CC.007;PS.DD.005
ER.CC.007;PS.EE.010
ER.CC.007;QD.BB.002
ER.CC.008;AB.DD.006
ER.CC.008;BD.AA.007
ER.CC.008;BD.CC.005
ER.CC.008;ER.CC.001
ER.CC.008;ER.CC.005
ER.CC.008;PS.CC.002
ER.CC.008;PS.DD.005
ER.CC.008;PS.GG.002
ER.CC.008;PS.GG.016
ER.CC.009;BM.BB.001
ER.CC.009;ER.CC.002
ER.CC.009;ER.CC.006
ER.CC.009;TL.BB.003
ER.CC.010;DS.BB.001
ER.CC.010;ER.CC.001
ER.CC.010;ER.CC.002
ER.CC.010;ER.CC.003
ER.CC.010;ER.CC.009
ER.CC.010;IS.CC.007
ER.CC.010;PD.BB.000
ER.CC.010;PS.II.007
ER.CC.011;ER.CC.001
ER.CC.011;ER.CC.003
ER.CC.011;ER.CC.005
ER.CC.011;ER.CC.006
ER.CC.011;ER.CC.008
ER.CC.011;KD.JJ.006
ER.CC.011;PS.II.009
ER.CC.012;ER.CC.001
ER.DD.001;ER.DD.002
ER.DD.002;AB.BB.008
ER.DD.002;ER.BB.002
ER.DD.002;KD.HH.004
ER.DD.002;LD.EE.002
ER.DD.002;PS.GG.002
ER.DD.002;PS.GG.008
ER.DD.002;SI.AA.010
ER.DD.002;TL.EE.002
ER.DD.002;TL.EE.004
ER.DD.002;TL.HH.006
ER.EE.001;ER.EE.002
ER.EE.001;ER.EE.003
ER.EE.001;ER.EE.004
ER.EE.001;ER.EE.005
ER.EE.001;ER.EE.006
ER.EE.001;ER.EE.007
ER.EE.002;CH.AA.001
ER.EE.002;KD.FF.016
ER.EE.003;BA.AA.003
ER.EE.003;BA.AA.004
ER.EE.003;BA.AA.005
ER.EE.003;ER.AA.000
ER.EE.003;ER.BB.001
ER.EE.003;ER.EE.004
ER.EE.003;ER.FF.001
ER.EE.003;PS.GG.008
ER.EE.003;TL.II.007
ER.EE.003;TL.II.008
ER.EE.004;BM.DD.005
ER.EE.004;ER.EE.003
ER.EE.004;KD.JJ.004
ER.EE.004;LD.EE.003
ER.EE.004;TL.II.007
ER.EE.004;TL.II.008
ER.EE.005;AB.BB.008
ER.EE.005;CH.AA.004
ER.EE.005;ER.EE.003
ER.EE.005;PS.EE.001
ER.EE.005;TS.AA.004
ER.EE.005;TS.AA.013
ER.EE.006;ER.EE.003
ER.EE.006;ER.EE.004
ER.EE.007;AB.EE.002
ER.EE.007;BA.AA.000
ER.EE.007;CH.AA.004
ER.EE.007;KD.HH.007
ER.EE.007;LD.FF.004
ER.EE.007;TS.AA.011
ER.EE.007;TS.AA.013
ER.FF.001;ER.FF.002
ER.FF.001;ER.FF.003
ER.FF.001;ER.FF.004
ER.FF.001;ER.FF.005
ER.FF.002;BM.AA.000
ER.FF.002;ER.AA.000
ER.FF.002;ER.FF.001
ER.FF.002;ER.HH.001
ER.FF.002;PS.AA.007
ER.FF.002;PS.DD.004
ER.FF.002;PS.GG.002
ER.FF.002;PS.HH.004
ER.FF.002;SI.AA.001
ER.FF.003;ER.EE.002
ER.FF.004;BM.AA.008
ER.FF.005;ER.FF.001
ER.FF.005;ER.FF.002
ER.GG.001;ER.GG.002
ER.GG.002;AB.DD.005
ER.GG.002;BD.HH.005
ER.GG.002;DS.BB.006
ER.GG.002;ER.FF.005
ER.GG.002;KD.GG.006
ER.GG.002;LD.GG.003
ER.GG.002;PS.GG.002
ER.GG.002;SI.AA.001
ER.HH.001;ER.BB.002
ER.HH.001;ER.BB.003
ER.HH.001;ER.CC.001
FT.BB.001;BM.DD.005
FT.BB.001;LD.GG.003
FT.BB.001;TL.JJ.008
FT.CC.001;TS.AA.004
FT.DD.001;FT.BB.001
FT.EE.001;TL.CC.007
FT.FF.001;TS.AA.001
FT.FF.001;TS.AA.002
FT.GG.001;AB.DD.008
FT.GG.001;BA.AA.000
FT.GG.001;BA.AA.001
FT.GG.001;BA.AA.002
FT.GG.001;BA.AA.003
FT.GG.001;BA.AA.004
FT.GG.001;BA.AA.005
FT.GG.001;BD.AA.001
FT.GG.001;BD.AA.007
FT.GG.001;BD.EE.004
FT.GG.001;BD.EE.005
FT.GG.001;BD.FF.004
FT.GG.001;BD.II.005
FT.GG.001;BM.AA.002
FT.GG.001;BM.AA.008
FT.GG.001;BM.CC.001
FT.GG.001;BM.CC.002
FT.GG.001;BM.CC.003
FT.GG.001;BM.CC.004
FT.GG.001;BM.CC.005
FT.GG.001;BM.CC.006
FT.GG.001;BM.CC.007
FT.GG.001;BM.DD.005
FT.GG.001;CH.AA.000
FT.GG.001;CH.AA.001
FT.GG.001;CH.AA.002
FT.GG.001;CH.AA.003
FT.GG.001;CH.AA.004
FT.GG.001;CH.AA.005
FT.GG.001;CH.BB.002
FT.GG.001;CH.BB.003
FT.GG.001;CH.BB.004
FT.GG.001;CH.BB.005
FT.GG.001;CH.BB.006
FT.GG.001;DP.AA.003
FT.GG.001;DP.AA.004
FT.GG.001;DP.AA.005
FT.GG.001;DS.BB.001
FT.GG.001;DS.BB.002
FT.GG.001;DS.BB.003
FT.GG.001;DS.BB.005
FT.GG.001;DS.DD.001
FT.GG.001;DS.DD.002
FT.GG.001;DS.DD.003
FT.GG.001;DS.DD.004
FT.GG.001;DS.DD.005
FT.GG.001;DS.DD.006
FT.GG.001;DS.DD.007
FT.GG.001;DS.DD.008
FT.GG.001;DS.DD.009
FT.GG.001;DS.FF.008
FT.GG.001;DS.KK.007
FT.GG.001;ER.BB.002
FT.GG.001;ER.BB.003
FT.GG.001;ER.CC.001
FT.GG.001;ER.CC.003
FT.GG.001;ER.CC.004
FT.GG.001;ER.CC.005
FT.GG.001;ER.CC.006
FT.GG.001;ER.CC.007
FT.GG.001;ER.CC.008
FT.GG.001;ER.CC.009
FT.GG.001;ER.CC.010
FT.GG.001;ER.CC.011
FT.GG.001;ER.CC.012
FT.GG.001;ER.DD.001
FT.GG.001;ER.DD.002
FT.GG.001;ER.EE.001
FT.GG.001;ER.EE.002
FT.GG.001;ER.EE.003
FT.GG.001;ER.EE.004
FT.GG.001;ER.EE.005
FT.GG.001;ER.EE.006
FT.GG.001;ER.EE.007
FT.GG.001;ER.FF.002
FT.GG.001;ER.FF.003
FT.GG.001;ER.FF.004
FT.GG.001;ER.FF.005
FT.GG.001;ER.GG.002
FT.GG.001;ER.HH.001
FT.GG.001;FT.HH.001
FT.GG.001;FT.JJ.002
FT.GG.001;HB.AA.003
FT.GG.001;HB.AA.012
FT.GG.001;IS.BB.001
FT.GG.001;IS.BB.002
FT.GG.001;IS.BB.003
FT.GG.001;IS.BB.004
FT.GG.001;IS.BB.005
FT.GG.001;IS.BB.006
FT.GG.001;IS.BB.007
FT.GG.001;IS.BB.008
FT.GG.001;IS.BB.009
FT.GG.001;IS.BB.010
FT.GG.001;IS.BB.011
FT.GG.001;IS.CC.004
FT.GG.001;KD.BB.006
FT.GG.001;KD.DD.001
FT.GG.001;KD.DD.005
FT.GG.001;KD.FF.002
FT.GG.001;KD.FF.017
FT.GG.001;KD.GG.001
FT.GG.001;KD.GG.006
FT.GG.001;KD.GG.007
FT.GG.001;KD.GG.008
FT.GG.001;KD.GG.009
FT.GG.001;KD.II.002
FT.GG.001;KD.II.010
FT.GG.001;KD.II.011
FT.GG.001;KD.II.012
FT.GG.001;KD.JJ.004
FT.GG.001;KD.JJ.007
FT.GG.001;KD.JJ.010
FT.GG.001;KD.JJ.011
FT.GG.001;KD.JJ.012
FT.GG.001;KD.LL.002
FT.GG.001;LD.BB.001
FT.GG.001;LD.BB.002
FT.GG.001;LD.BB.005
FT.GG.001;LD.BB.006
FT.GG.001;LD.BB.007
FT.GG.001;LD.BB.008
FT.GG.001;LD.BB.009
FT.GG.001;LD.BB.010
FT.GG.001;LD.CC.001
FT.GG.001;LD.CC.004
FT.GG.001;LD.CC.007
FT.GG.001;LD.EE.002
FT.GG.001;LD.FF.003
FT.GG.001;LD.FF.004
FT.GG.001;LD.GG.008
FT.GG.001;MR.AA.000
FT.GG.001;MR.AA.001
FT.GG.001;MR.AA.004
FT.GG.001;NP.BB.001
FT.GG.001;NP.BB.002
FT.GG.001;NP.BB.003
FT.GG.001;PS.AA.000
FT.GG.001;PS.AA.004
FT.GG.001;PS.BB.006
FT.GG.001;PS.CC.002
FT.GG.001;PS.DD.003
FT.GG.001;PS.DD.004
FT.GG.001;PS.DD.005
FT.GG.001;PS.EE.002
FT.GG.001;PS.EE.008
FT.GG.001;PS.GG.001
FT.GG.001;PS.GG.004
FT.GG.001;PS.GG.006
FT.GG.001;PS.GG.007
FT.GG.001;PS.GG.008
FT.GG.001;PS.GG.010
FT.GG.001;PS.GG.011
FT.GG.001;PS.GG.012
FT.GG.001;PS.GG.013
FT.GG.001;PS.GG.015
FT.GG.001;PS.GG.016
FT.GG.001;PS.GG.017
FT.GG.001;PS.II.001
FT.GG.001;PS.II.002
FT.GG.001;PS.II.007
FT.GG.001;PS.II.008
FT.GG.001;PS.II.010
FT.GG.001;PS.II.011
FT.GG.001;SI.AA.000
FT.GG.001;SI.AA.001
FT.GG.001;SI.AA.009
FT.GG.001;SI.AA.010
FT.GG.001;SI.AA.011
FT.GG.001;SI.AA.013
FT.GG.001;SI.CC.003
FT.GG.001;TL.BB.006
FT.GG.001;TL.DD.002
FT.GG.001;TL.DD.003
FT.GG.001;TL.DD.006
FT.GG.001;TL.EE.001
FT.GG.001;TL.EE.002
FT.GG.001;TL.EE.008
FT.GG.001;TL.EE.010
FT.GG.001;TL.HH.001
FT.GG.001;TL.HH.002
FT.GG.001;TL.II.001
FT.GG.001;TL.II.002
FT.GG.001;TL.II.006
FT.GG.001;TL.II.007
FT.GG.001;TL.II.008
FT.GG.001;TL.II.009
FT.GG.001;TL.II.010
FT.GG.001;TL.II.011
FT.GG.001;TL.II.012
FT.GG.001;TL.II.013
FT.GG.001;TL.II.014
FT.GG.001;TL.JJ.002
FT.GG.001;TL.JJ.007
FT.GG.001;TL.JJ.008
FT.GG.001;TL.JJ.009
FT.HH.001;AB.BB.001
FT.HH.001;AB.BB.003
FT.HH.001;AB.BB.004
FT.HH.001;AB.BB.005
FT.HH.001;AB.BB.006
FT.HH.001;AB.BB.007
FT.HH.001;AB.BB.008
FT.HH.001;AB.BB.009
FT.HH.001;AB.BB.010
FT.HH.001;AB.CC.002
FT.HH.001;AB.CC.003
FT.HH.001;AB.CC.004
FT.HH.001;AB.CC.005
FT.HH.001;AB.CC.006
FT.HH.001;AB.CC.007
FT.HH.001;AB.DD.002
FT.HH.001;AB.DD.003
FT.HH.001;AB.DD.004
FT.HH.001;AB.DD.005
FT.HH.001;AB.DD.006
FT.HH.001;AB.DD.007
FT.HH.001;AB.DD.008
FT.HH.001;AB.EE.002
FT.HH.001;AB.FF.002
FT.HH.001;AB.FF.003
FT.HH.001;AB.FF.004
FT.HH.001;AB.GG.002
FT.HH.001;AB.GG.003
FT.HH.001;AB.GG.004
FT.HH.001;AB.GG.005
FT.HH.001;AB.GG.006
FT.HH.001;BC.AA.001
FT.HH.001;BC.AA.002
FT.HH.001;BC.AA.003
FT.HH.001;BC.AA.004
FT.HH.001;BC.AA.005
FT.HH.001;BC.AA.006
FT.HH.001;BD.AA.001
FT.HH.001;BD.AA.002
